sample_id,chip_id,source_script,source_segment,generation_date,dataset_version,physics_model,validation_status,silicon_validated,w_um,l_um,k_pairs,pelgrom_avt_mv_um,sigma_vth_mv,temperature_c,vdd_v,process_corner,dvth_intended_mv,dvth_effective_mv,aging_mechanism,stress_time_years,application,category_label,ground_truth_label,tattoo_bit,bit_position,i_ref_na,i_target_na,leakage_ratio,raw_diff_na,meas_noise_applied,meas_noise_rel_std,n_reads_averaged,split
p4_0,p4_fresh_0,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,0.8813278033308922,,False,,1,
p4_1,p4_fresh_1,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.0597129700164216,,False,,1,
p4_2,p4_fresh_2,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.2960241489809723,,False,,1,
p4_3,p4_fresh_3,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.4827616635698107,,False,,1,
p4_4,p4_fresh_4,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.098349564699279,,False,,1,
p4_5,p4_fresh_5,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,0.948389712708892,,False,,1,
p4_6,p4_fresh_6,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.1613415121249018,,False,,1,
p4_7,p4_fresh_7,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,0.7494798607021409,,False,,1,
p4_8,p4_fresh_8,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,0.9384184828813632,,False,,1,
p4_9,p4_fresh_9,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,0.896459748216756,,False,,1,
p4_10,p4_fresh_10,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,0.9506383575049937,,False,,1,
p4_11,p4_fresh_11,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.2091520564319633,,False,,1,
p4_12,p4_fresh_12,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.1666010899106367,,False,,1,
p4_13,p4_fresh_13,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.2868753712497707,,False,,1,
p4_14,p4_fresh_14,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,0.9205272393366777,,False,,1,
p4_15,p4_fresh_15,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,0.6310831427007823,,False,,1,
p4_16,p4_fresh_16,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,0.8938885811939729,,False,,1,
p4_17,p4_fresh_17,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,0.9793405444508733,,False,,1,
p4_18,p4_fresh_18,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.2529958214412316,,False,,1,
p4_19,p4_fresh_19,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.2407395996278128,,False,,1,
p4_20,p4_fresh_20,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.412452726426314,,False,,1,
p4_21,p4_fresh_21,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,0.9443663871382153,,False,,1,
p4_22,p4_fresh_22,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.0463109238241461,,False,,1,
p4_23,p4_fresh_23,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.0709004205884436,,False,,1,
p4_24,p4_fresh_24,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.1188520514927824,,False,,1,
p4_25,p4_fresh_25,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.5495220432266252,,False,,1,
p4_26,p4_fresh_26,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.2657818388778403,,False,,1,
p4_27,p4_fresh_27,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,0.9957513984414452,,False,,1,
p4_28,p4_fresh_28,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.0519620018242415,,False,,1,
p4_29,p4_fresh_29,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.229871634089299,,False,,1,
p4_30,p4_fresh_30,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,0.9744401016128532,,False,,1,
p4_31,p4_fresh_31,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.4700981112416418,,False,,1,
p4_32,p4_fresh_32,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,0.7948233941115113,,False,,1,
p4_33,p4_fresh_33,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.1152262637823467,,False,,1,
p4_34,p4_fresh_34,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,0.9704910633433468,,False,,1,
p4_35,p4_fresh_35,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.1101648227029468,,False,,1,
p4_36,p4_fresh_36,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,0.9459293902334872,,False,,1,
p4_37,p4_fresh_37,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,1.1807303557022801,,False,,1,
p4_38,p4_fresh_38,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,0.8018744763059356,,False,,1,
p4_39,p4_fresh_39,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,0.0,0.0,natural_nbti,,counterfeit_detection,fresh,fresh,,,,,0.9779840885635671,,False,,1,
p4_40,p4_light_40,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,6.66796223459227,natural_nbti,,counterfeit_detection,light,light,,,,,0.8429316195892838,,False,,1,
p4_41,p4_light_41,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,10.623058692855562,natural_nbti,,counterfeit_detection,light,light,,,,,0.8760562116248687,,False,,1,
p4_42,p4_light_42,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,14.440979572028938,natural_nbti,,counterfeit_detection,light,light,,,,,0.42199171234340244,,False,,1,
p4_43,p4_light_43,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,7.821817395856421,natural_nbti,,counterfeit_detection,light,light,,,,,0.7267894830018595,,False,,1,
p4_44,p4_light_44,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,15.270967588308189,natural_nbti,,counterfeit_detection,light,light,,,,,0.7821066889220585,,False,,1,
p4_45,p4_light_45,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,10.713362849465323,natural_nbti,,counterfeit_detection,light,light,,,,,0.5748785905877728,,False,,1,
p4_46,p4_light_46,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,11.758162029651404,natural_nbti,,counterfeit_detection,light,light,,,,,0.5106007121132224,,False,,1,
p4_47,p4_light_47,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,16.58477587603459,natural_nbti,,counterfeit_detection,light,light,,,,,0.6385463581316624,,False,,1,
p4_48,p4_light_48,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,15.561196521488354,natural_nbti,,counterfeit_detection,light,light,,,,,0.7974837609836102,,False,,1,
p4_49,p4_light_49,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,16.754795191117147,natural_nbti,,counterfeit_detection,light,light,,,,,0.7772167200554821,,False,,1,
p4_50,p4_light_50,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,14.501012814750887,natural_nbti,,counterfeit_detection,light,light,,,,,0.8653438767410034,,False,,1,
p4_51,p4_light_51,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,7.584798068024448,natural_nbti,,counterfeit_detection,light,light,,,,,1.1243790854816278,,False,,1,
p4_52,p4_light_52,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,5.589682097616484,natural_nbti,,counterfeit_detection,light,light,,,,,0.9250422615283184,,False,,1,
p4_53,p4_light_53,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,12.26784477786532,natural_nbti,,counterfeit_detection,light,light,,,,,0.9323571005685143,,False,,1,
p4_54,p4_light_54,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,6.607580170096641,natural_nbti,,counterfeit_detection,light,light,,,,,1.3464573421913217,,False,,1,
p4_55,p4_light_55,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,9.91246028266872,natural_nbti,,counterfeit_detection,light,light,,,,,0.8867473174005585,,False,,1,
p4_56,p4_light_56,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,11.47489319344519,natural_nbti,,counterfeit_detection,light,light,,,,,0.8881530044566535,,False,,1,
p4_57,p4_light_57,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,8.558401876039918,natural_nbti,,counterfeit_detection,light,light,,,,,0.8875784355134373,,False,,1,
p4_58,p4_light_58,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,6.680583532520785,natural_nbti,,counterfeit_detection,light,light,,,,,0.8769577951303574,,False,,1,
p4_59,p4_light_59,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,13.351443395208946,natural_nbti,,counterfeit_detection,light,light,,,,,0.5486614606834856,,False,,1,
p4_60,p4_light_60,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,6.722552371088053,natural_nbti,,counterfeit_detection,light,light,,,,,1.3112646303592448,,False,,1,
p4_61,p4_light_61,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,7.016220154084614,natural_nbti,,counterfeit_detection,light,light,,,,,1.0075670612430396,,False,,1,
p4_62,p4_light_62,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,10.23302399814493,natural_nbti,,counterfeit_detection,light,light,,,,,0.633682515660854,,False,,1,
p4_63,p4_light_63,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,7.454839142985568,natural_nbti,,counterfeit_detection,light,light,,,,,1.023040663144089,,False,,1,
p4_64,p4_light_64,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,11.587023628553276,natural_nbti,,counterfeit_detection,light,light,,,,,0.8758590592873285,,False,,1,
p4_65,p4_light_65,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,13.153292916709828,natural_nbti,,counterfeit_detection,light,light,,,,,0.5498134873951271,,False,,1,
p4_66,p4_light_66,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,18.408388745764366,natural_nbti,,counterfeit_detection,light,light,,,,,0.5744720795510266,,False,,1,
p4_67,p4_light_67,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,17.318859570080193,natural_nbti,,counterfeit_detection,light,light,,,,,0.7188092913312175,,False,,1,
p4_68,p4_light_68,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,15.4092266670065,natural_nbti,,counterfeit_detection,light,light,,,,,0.6220180083243808,,False,,1,
p4_69,p4_light_69,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,19.20925009417723,natural_nbti,,counterfeit_detection,light,light,,,,,0.8294559804900705,,False,,1,
p4_70,p4_light_70,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,15.60857951470098,natural_nbti,,counterfeit_detection,light,light,,,,,0.6065628060119665,,False,,1,
p4_71,p4_light_71,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,6.698570687611329,natural_nbti,,counterfeit_detection,light,light,,,,,0.7075452799860791,,False,,1,
p4_72,p4_light_72,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,13.060934044068842,natural_nbti,,counterfeit_detection,light,light,,,,,0.7232288983676789,,False,,1,
p4_73,p4_light_73,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,7.64580479759335,natural_nbti,,counterfeit_detection,light,light,,,,,0.7609282583903598,,False,,1,
p4_74,p4_light_74,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,6.280245021179658,natural_nbti,,counterfeit_detection,light,light,,,,,0.6882934134899331,,False,,1,
p4_75,p4_light_75,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,7.860315809954999,natural_nbti,,counterfeit_detection,light,light,,,,,0.5698462456540223,,False,,1,
p4_76,p4_light_76,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,11.01144591312989,natural_nbti,,counterfeit_detection,light,light,,,,,0.8606597118115414,,False,,1,
p4_77,p4_light_77,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,11.131012566471446,natural_nbti,,counterfeit_detection,light,light,,,,,0.7342313066738805,,False,,1,
p4_78,p4_light_78,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,6.491620891390177,natural_nbti,,counterfeit_detection,light,light,,,,,1.2971986832594968,,False,,1,
p4_79,p4_light_79,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,12.5,18.445037277816798,natural_nbti,,counterfeit_detection,light,light,,,,,0.7504768468803663,,False,,1,
p4_80,p4_moderate_80,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,32.5,34.75737356287019,natural_nbti,,counterfeit_detection,moderate,moderate,,,,,0.6890313767063369,,False,,1,
p4_81,p4_moderate_81,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,32.5,39.99638139868288,natural_nbti,,counterfeit_detection,moderate,moderate,,,,,0.3770927399170262,,False,,1,
p4_82,p4_moderate_82,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,32.5,44.6100545175888,natural_nbti,,counterfeit_detection,moderate,moderate,,,,,0.2530759159706091,,False,,1,
p4_83,p4_moderate_83,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,32.5,20.274895716462012,natural_nbti,,counterfeit_detection,moderate,moderate,,,,,0.5307495772392494,,False,,1,
p4_84,p4_moderate_84,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,32.5,24.157084218901986,natural_nbti,,counterfeit_detection,moderate,moderate,,,,,0.5462606023096139,,False,,1,
p4_85,p4_moderate_85,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,32.5,27.428042890579377,natural_nbti,,counterfeit_detection,moderate,moderate,,,,,0.33678211862582647,,False,,1,
p4_86,p4_moderate_86,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,32.5,32.409156180030905,natural_nbti,,counterfeit_detection,moderate,moderate,,,,,0.45193613516718323,,False,,1,
p4_87,p4_moderate_87,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,32.5,30.870683465093656,natural_nbti,,counterfeit_detection,moderate,moderate,,,,,0.5723925508625658,,False,,1,
p4_88,p4_moderate_88,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,32.5,42.93283938655607,natural_nbti,,counterfeit_detection,moderate,moderate,,,,,0.32908597223733066,,False,,1,
p4_89,p4_moderate_89,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,32.5,41.22989128913298,natural_nbti,,counterfeit_detection,moderate,moderate,,,,,0.40067401183445156,,False,,1,
p4_90,p4_moderate_90,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,32.5,43.10990488441326,natural_nbti,,counterfeit_detection,moderate,moderate,,,,,0.24503367702489612,,False,,1,
p4_91,p4_moderate_91,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,32.5,38.119169288219034,natural_nbti,,counterfeit_detection,moderate,moderate,,,,,0.5028117969512969,,False,,1,
p4_92,p4_moderate_92,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,32.5,25.823986868840844,natural_nbti,,counterfeit_detection,moderate,moderate,,,,,0.7683310401416041,,False,,1,
p4_93,p4_moderate_93,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,32.5,44.602086729982375,natural_nbti,,counterfeit_detection,moderate,moderate,,,,,0.32472643663770284,,False,,1,
p4_94,p4_moderate_94,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,32.5,27.407703011399754,natural_nbti,,counterfeit_detection,moderate,moderate,,,,,0.6190931560454793,,False,,1,
p4_95,p4_moderate_95,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,32.5,24.17584865230188,natural_nbti,,counterfeit_detection,moderate,moderate,,,,,0.4350507581754618,,False,,1,
p4_96,p4_moderate_96,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,32.5,39.48961183916883,natural_nbti,,counterfeit_detection,moderate,moderate,,,,,0.375989520974492,,False,,1,
p4_97,p4_moderate_97,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,32.5,25.611014295916515,natural_nbti,,counterfeit_detection,moderate,moderate,,,,,0.5720752330382686,,False,,1,
p4_98,p4_moderate_98,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,32.5,36.38104951597554,natural_nbti,,counterfeit_detection,moderate,moderate,,,,,0.3887647080464002,,False,,1,
p4_99,p4_moderate_99,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,32.5,25.504580048745282,natural_nbti,,counterfeit_detection,moderate,moderate,,,,,0.5953075809924872,,False,,1,
p4_100,p4_moderate_100,mc_phase4_nested.py,phase4.2,2026-07-27,1.0,real_bsim_ptm,simulated,False,3.2,0.045,4,4.5,11.86,27.0,,,32.5,36.95040381397659,natural_nbti,,counterfeit_detection,moderate,moderate,,,,,0.32893428457113605,,False,,1,
